Weapon Class,Weapon,1h R1 1,1h R1 2,1h R1 3,1h R1 4,1h R1 5,1h R1 6,1h R2 1,1h R2 2,1h Charged R2 1,1h Charged R2 2,1h Running R1,1h Running R2,1h Rolling R1,1h Backstep R1,1h Jumping R1,1h Jumping R2,1h Guard Counter,2h R1 1,2h R1 2,2h R1 3,2h R1 4,2h R1 5,2h R1 6,2h R2 1,2h R2 2,2h Charged R2 1,2h Charged R2 2,2h Running R1,2h Running R2,2h Rolling R1,2h Backstep R1,2h Jumping R1,2h Jumping R2,2h Guard Counter,Offhand R1 1,Offhand R1 2,Offhand R1 3,Offhand R1 4,Offhand R1 5,Offhand R1 6,BS Whiff,Backstab,Riposte,Shieldpoke,1h Charged R2 1 Feint,1h Charged R2 2 Feint,2h Charged R2 1 Feint,2h Charged R2 2 Feint,Paired L1 1,Paired L1 2,Paired L1 3,Paired L1 4,Paired L1 5,Paired L1 6,Paired Running L1,Paired Rolling L1,Paired Backstep L1,Paired Jumping L1,,Mounted R1 1,Mounted R1 2,Mounted R1 3,Mounted R2,Mounted R2 Charging,Mounted Charged R2,Mounted L1 1,Mounted L1 2,Mounted L1 3,Mounted L2,Mounted L2 Charging,Mounted Charged L2
Fist,Katar,Standard,Standard,Standard,Standard,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Standard,Pierce,Standard,Pierce,Standard,Pierce,Pierce,Pierce + Pierce,Standard + Pierce,Standard,Pierce + Pierce,Pierce,Pierce + Standard,Pierce,Pierce,Pierce + Pierce,Standard + Pierce,Pierce + Pierce,Pierce + Pierce,Standard + Pierce,Standard + Standard,Standard + Standard,Pierce + Pierce,Standard + Standard,Standard,Standard,Standard,Standard,Pierce,Pierce,Strike,Strike + Strike,Strike + Strike,,,,,,Pierce + Pierce,Standard + Pierce,Standard,Pierce + Pierce,Pierce,Pierce + Standard,Pierce + Pierce,Standard + Pierce,Standard + Standard,Pierce + Pierce,,Standard,Standard,Standard,Pierce,Standard,Pierce,Standard,Standard,Standard,Pierce,Standard,Pierce
Fist,Iron Ball,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike + Strike,Strike + Strike,Strike,Strike + Strike,Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike + Strike,Strike + Strike,,,,,,Strike + Strike,Strike + Strike,Strike,Strike + Strike,Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike
Fist,Star Fist,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike + Strike,Strike + Strike,Strike,Strike + Strike,Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike + Strike,Strike + Strike,,,,,,Strike + Strike,Strike + Strike,Strike,Strike + Strike,Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike
Fist,Clinging Bone,Standard,Standard,Standard,Standard,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Standard,Pierce,Standard,Pierce,Standard,Pierce,Pierce,Pierce + Pierce,Standard + Pierce,Standard,Pierce + Pierce,Pierce,Pierce + Standard,Pierce,Pierce,Pierce + Pierce,Standard + Pierce,Pierce + Pierce,Pierce + Pierce,Standard + Pierce,Standard + Standard,Standard + Standard,Pierce + Pierce,Standard + Standard,Standard,Standard,Standard,Standard,Pierce,Pierce,Strike,Strike + Strike,Strike + Strike,,,,,,Pierce + Pierce,Standard + Pierce,Standard,Pierce + Pierce,Pierce,Pierce + Standard,Pierce + Pierce,Standard + Pierce,Standard + Standard,Pierce + Pierce,,Standard,Standard,Standard,Pierce,Standard,Pierce,Standard,Standard,Standard,Pierce,Standard,Pierce
Fist,Veteran's Prosthesis,Standard,Standard,Standard,Standard,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Standard,Pierce,Standard,Pierce,Standard,Pierce,Pierce,Pierce + Pierce,Standard + Pierce,Standard,Pierce + Pierce,Pierce,Pierce + Standard,Pierce,Pierce,Pierce + Pierce,Standard + Pierce,Pierce + Pierce,Pierce + Pierce,Standard + Pierce,Standard + Standard,Standard + Standard,Pierce + Pierce,Standard + Standard,Standard,Standard,Standard,Standard,Pierce,Pierce,Strike,Strike + Strike,Strike + Strike,,,,,,Pierce + Pierce,Standard + Pierce,Standard,Pierce + Pierce,Pierce,Pierce + Standard,Pierce + Pierce,Standard + Pierce,Standard + Standard,Pierce + Pierce,,Standard,Standard,Standard,Pierce,Standard,Pierce,Standard,Standard,Standard,Pierce,Standard,Pierce
Fist,Cipher Pata,Standard,Standard,Standard,Standard,Pierce,Pierce,Pierce,Pierce,Pierce,Pierce,Standard,Pierce,Standard,Pierce,Standard,Pierce,Pierce,Pierce + Pierce,Standard + Pierce,Standard,Pierce + Pierce,Pierce,Pierce + Standard,Pierce,Pierce,Pierce + Pierce,Standard + Pierce,Pierce + Pierce,Pierce + Pierce,Standard + Pierce,Standard + Standard,Standard + Standard,Pierce + Pierce,Standard + Standard,Standard,Standard,Standard,Standard,Pierce,Pierce,Strike,Strike + Strike,Strike + Strike,,,,,,Pierce + Pierce,Standard + Pierce,Standard,Pierce + Pierce,Pierce,Pierce + Standard,Pierce + Pierce,Standard + Pierce,Standard + Standard,Pierce + Pierce,,Standard,Standard,Standard,Pierce,Standard,Pierce,Standard,Standard,Standard,Pierce,Standard,Pierce
Fist,Grafted Dragon,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike + Strike,Strike + Strike,Strike,Strike + Strike,Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike + Strike,Strike + Strike,,,,,,Strike + Strike,Strike + Strike,Strike,Strike + Strike,Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,Strike + Strike,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claw,Hookclaws,Slash,Slash,Slash,Slash,Slash,Slash,Pierce,Slash,Pierce,Slash,Slash,Pierce,Slash,Slash + Standard,Slash,Pierce,Slash,Slash + Slash,Slash,Slash + Slash,Slash,Slash + Slash,Slash + Slash,Pierce,Slash,Pierce + Pierce,Slash + Slash,Slash + Slash,Slash + Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,Pierce + Pierce,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash,Pierce,Pierce + Pierce,Pierce + Pierce,,,,,,Slash + Slash,Slash,Slash + Slash,Slash,Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,Pierce + Pierce,,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash
Claw,Bloodhound Claws,Slash,Slash,Slash,Slash,Slash,Slash,Pierce,Slash,Pierce,Slash,Slash,Pierce,Slash,Slash + Standard,Slash,Pierce,Slash,Slash + Slash,Slash,Slash + Slash,Slash,Slash + Slash,Slash + Slash,Pierce,Slash,Pierce + Pierce,Slash + Slash,Slash + Slash,Slash + Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,Pierce + Pierce,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash,Pierce,Pierce + Pierce,Pierce + Pierce,,,,,,Slash + Slash,Slash,Slash + Slash,Slash,Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,Pierce + Pierce,,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash
Claw,Venomous Fang,Slash,Slash,Slash,Slash,Slash,Slash,Pierce,Slash,Pierce,Slash,Slash,Pierce,Slash,Slash + Standard,Slash,Pierce,Slash,Slash + Slash,Slash,Slash + Slash,Slash,Slash + Slash,Slash + Slash,Pierce,Slash,Pierce + Pierce,Slash + Slash,Slash + Slash,Slash + Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,Pierce + Pierce,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash,Pierce,Pierce + Pierce,Pierce + Pierce,,,,,,Slash + Slash,Slash,Slash + Slash,Slash,Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,Pierce + Pierce,,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash
Claw,Raptor Talons,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Pierce,Slash,Slash + Standard,Slash,Pierce,Slash,Slash + Slash,Slash,Slash + Slash,Slash,Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,Pierce + Pierce,Slash + Slash,Slash,Slash,Slash,Slash,Slash,Slash,Pierce,Pierce + Pierce,Pierce + Pierce,,,,,,Slash + Slash,Slash,Slash + Slash,Slash,Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,Slash + Slash,Pierce + Pierce,,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash,Slash
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light Bow,Shortbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light Bow,Composite Bow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light Bow,Red Branch Shortbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light Bow,Misbegotten Shortbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light Bow,Harp Bow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bow,Longbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bow,Albinauric Bow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bow,Black Bow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bow,Pulley Bow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bow,Horn Bow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bow,Serpent Bow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bow,Erdtree Bow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greatbow,Greatbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greatbow,Golem Greatbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greatbow,Erdtree Greatbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greatbow,Lion Greatbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crossbow,Soldier's Crossbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crossbow,Light Crossbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crossbow,Heavy Crossbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crossbow,Arbalest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crossbow,Crepus's Black-Key Crossbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crossbow,Pulley Crossbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crossbow,Full Moon Crossbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ballista,Hand Ballista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike
Ballista,Jar Cannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glintstone Staff,Astrologer's Staff,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Glintstone Staff,Glintstone Staff,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Glintstone Staff,Academy Glintstone Staff,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Glintstone Staff,Digger's Staff,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Glintstone Staff,Demi-Human Queen's Staff,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Glintstone Staff,Azur's Glintstone Staff,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Glintstone Staff,Lusat's Glintstone Staff,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Glintstone Staff,Carian Glintstone Staff,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Glintstone Staff,Carian Glintblade Staff,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Glintstone Staff,Carian Regal Scepter,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Glintstone Staff,Albinauric Staff,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Glintstone Staff,Staff of Loss,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Glintstone Staff,Gelmir Glintstone Staff,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Glintstone Staff,Crystal Staff,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Glintstone Staff,Rotten Crystal Staff,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Glintstone Staff,Meteorite Staff,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Glintstone Staff,Staff of the Guilty,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Glintstone Staff,Prince of Death's Staff,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacred Seal,Finger Seal,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Sacred Seal,Erdtree Seal,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Sacred Seal,Golden Order Seal,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Sacred Seal,Gravel Stone Seal,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Sacred Seal,Giant's Seal,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Sacred Seal,Godslayer's Seal,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Sacred Seal,Clawmark Seal,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Sacred Seal,Frenzied Flame Seal,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
Sacred Seal,Dragon Communion Seal,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,Strike,Strike,,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,,,,Strike,Strike,Strike,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torch,Torch,Strike,Strike,Strike,Strike,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike
Torch,Beast-Repellent Torch,Strike,Strike,Strike,Strike,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike
Torch,Steel-Wire Torch,Strike,Strike,Strike,Strike,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike
Torch,Sentry's Torch,Strike,Strike,Strike,Strike,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike
Torch,Ghostflame Torch,Strike,Strike,Strike,Strike,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike
Torch,St. Trina's Torch,Strike,Strike,Strike,Strike,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Shield,Rickety Shield,Strike,Strike,Strike,Strike,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike
Small Shield,Riveted Wooden Shield,Strike,Strike,Strike,Strike,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike
Small Shield,Blue-White Wooden Shield,Strike,Strike,Strike,Strike,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,,,,,,,,,,,,,,,,,,,,,,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike,Strike
